,0,1
Abi Gum,railroad station,0.0
Muhammad Agha,area,0.0
Krugersdorp,seat of a third-order administrative division,378821.0
Kawa,populated place,0.0
Al-Qusiya,populated place,68394.0
San Benito,seat of a second-order administrative division,37462.0
Nuevo Progreso,second-order administrative division,0.0
Canaria,seat of a first-order administrative division,381847.0
Ashaka,locality,0.0
Garhwa,second-order administrative division,1322784.0
Tanyongmas,,
Kanpur,populated place,2823249.0
Zubin Potok,seat of a second-order administrative division,14900.0
Orito district,,
Rajnandgaon,second-order administrative division,1537133.0
Tungawan,seat of a third-order administrative division,3603.0
Abyak,,
Olympia,seat of a first-order administrative division,50302.0
Corinto district,section of populated place,0.0
Tajik / Afghan Border,,
Al-Ayadieh,,
La Estrella,locality,0.0
Muenster,seat of a second-order administrative division,270184.0
Nadir Shah Kot,second-order administrative division,0.0
Las Cruces,seat of a second-order administrative division,101643.0
Tidjelabine,populated place,0.0
Lislique,populated place,0.0
Malapatan,populated place,19439.0
Memla,populated place,0.0
Jackson,seat of a first-order administrative division,170674.0
Nembe district,populated place,0.0
Uch,populated place,0.0
El Rama district,,
Eruh district,second-order administrative division,19862.0
Tair Harfa,populated place,0.0
Trincomalee District,second-order administrative division,365841.0
Chattanooga,seat of a second-order administrative division,176588.0
Trebiel,,
Radaa district,,
Kabang district,populated place,0.0
Zahle,seat of a first-order administrative division,78145.0
Dijlah,second-order administrative division,0.0
Abyei,administrative division,0.0
Draa Ben Khedda,populated place,37443.0
Galilee district,region,0.0
Sanandaj,seat of a first-order administrative division,349176.0
Cajibio,second-order administrative division,34706.0
South Sioux City,seat of a second-order administrative division,171544.0
President Quirino,seat of a third-order administrative division,4585.0
Mecca,seat of a first-order administrative division,1323624.0
Dolzhansky,,
Dehak,area,0.0
San Rafael del Norte,seat of a second-order administrative division,59162.0
Samalout,,
Paluru,populated place,0.0
Chang Phueak,mountain,0.0
Khorog,seat of a first-order administrative division,30000.0
Inanda,populated place,0.0
Monchengladbach,seat of a third-order administrative division,261742.0
Gossi,lake,0.0
Sukhirin,second-order administrative division,22898.0
Queenstown,airport,0.0
Savur,second-order administrative division,29826.0
Tani,seat of a first-order administrative division,247231.0
Biguglia,populated place,5552.0
Bahia Blanca,seat of a second-order administrative division,276546.0
Surankot,populated place,0.0
Bardera,airport,0.0
Bara district,second-order administrative division,113.0
Kanker,second-order administrative division,748941.0
Tembagapura,airport,0.0
Berriz,seat of a third-order administrative division,4496.0
Mussa,third-order administrative division,0.0
Ganderbal,second-order administrative division,0.0
Fuenterrabia,airport,0.0
Badulla,seat of a first-order administrative division,47587.0
Tellippalai,populated place,0.0
Hamdaniyah district,populated place,50000.0
Duhok,seat of a first-order administrative division,284000.0
San Lucas,second-order administrative division,6849.0
Bellevue,populated place,139820.0
Bali district,populated place,296973.0
Bocana de Paiwas,seat of a second-order administrative division,7872.0
Baro,populated place,26821.0
Silverbridge,,
Deva,seat of a second-order administrative division,67802.0
Cadiz,seat of a second-order administrative division,126766.0
Islam Kala,populated place,18086.0
Elazig,seat of a first-order administrative division,298004.0
Northern trunk highway,,
Caldono,second-order administrative division,30906.0
Shiraa,,
Chabet El Ameur,populated place,19522.0
Vilcun,airport,0.0
New Orleans,seat of a second-order administrative division,389617.0
Gaborone,capital of a political entity,208411.0
Holon,populated place,165787.0
Catarman,airport,0.0
Rio San Juan,first-order administrative division,95500.0
Tarin Kot district,,
Gulran district,,
Mukashafah,,
Sheikhabad,populated place,0.0
Hoshiapur,,
Akkakhel,,
Alishing,populated place,0.0
Condega,second-order administrative division,0.0
Qafr district,,
karachi,seat of a first-order administrative division,11624219.0
Harnai,second-order administrative division,0.0
Sumbal,populated place,11695.0
Ostia,populated place,79400.0
Puerto Wilches,populated place,13705.0
Kahan,populated place,0.0
Sar Hawza district,,
Grenoble,seat of a second-order administrative division,158552.0
Mahawil district,second-order administrative division,0.0
Yairipok,populated place,8797.0
Mareerey,populated place,0.0
Sincelejo district,,
Shaigal Aw Shiltan district,,
Belalcazar,second-order administrative division,11872.0
Qarghayi district,,
Mershing,,
Rayagada district,abandoned populated place,0.0
Los Arcos,populated place,1295.0
Belpahari,populated place,0.0
Potonico,populated place,0.0
Khunti,second-order administrative division,0.0
Mocimboa da Praia,airport,0.0
Arihah,second-order administrative division,0.0
Amas,seat of a first-order administrative division,82896.0
Ouled Aissa,locality,0.0
Khannesin,mountain,0.0
Fuengirola,seat of a third-order administrative division,71482.0
Narsingdi,populated place,281080.0
Al-Mukalla,seat of a first-order administrative division,258132.0
Ekka Ghund,mountain,0.0
Chokpot,populated place,0.0
Chinandega,seat of a first-order administrative division,126387.0
Puerto Cabezas district,,
Okrika,seat of a second-order administrative division,133271.0
Nagoya,seat of a first-order administrative division,2191279.0
Loreto,seat of a first-order administrative division,437620.0
Midnapore,populated place,153349.0
El Transito,populated place,9485.0
Barpeta,populated place,48824.0
Gandawa,populated place,231493.0
Darae Bum,populated place,0.0
Shawal,populated place,0.0
Nabunturan,seat of a third-order administrative division,16671.0
Guindulungan,third-order administrative division,19911.0
Magam,third-order administrative division,0.0
Yosuf Khel district,,
Ed Daein,seat of a first-order administrative division,264734.0
Indanan,third-order administrative division,80883.0
Zakupwang,,
Pavarando,populated place,0.0
Buale,populated place,212.0
Surigao City,seat of a second-order administrative division,87832.0
Gonaives,seat of a first-order administrative division,84961.0
Mutata,second-order administrative division,16428.0
Maruf,populated place,0.0
Santa Rita,seat of a first-order administrative division,7500.0
General Santos City,populated place,679588.0
Kutubdia,third-order administrative division,0.0
Malacatan,second-order administrative division,70834.0
Rehovot,populated place,132671.0
Sammanthurai,populated place,0.0
Khao Tum,populated place,0.0
Ozamiz,populated place,93082.0
Urrao,airport,0.0
Hafriyah,populated place,0.0
Abu Dis,populated place,11753.0
Verapaz,first-order administrative division,776246.0
Valvettiturai,populated place,78205.0
Puerres,second-order administrative division,8979.0
Nafada,second-order administrative division,0.0
Mosa Khail district,,
Lod,populated place,66589.0
Sateng Nok,,
Wiwili district,hill,0.0
Deir al-Balah,seat of a second-order administrative division,59504.0
Malari,populated place,0.0
Kumanovo,seat of a first-order administrative division,76275.0
Gualache,intermittent stream,0.0
Bang Khao,populated place,0.0
Acevedo,second-order administrative division,26384.0
Tachilek,populated place,51553.0
Bazidkhel,populated place,0.0
Middletown,populated place,48760.0
Baucau,seat of a first-order administrative division,16000.0
Budgam,second-order administrative division,0.0
Raghistan district,second-order administrative division,37000.0
Okara,seat of a second-order administrative division,223648.0
Sanarate,second-order administrative division,0.0
Toulon,seat of a second-order administrative division,168701.0
Amer Sher Ali,,
Laxmipur,populated place,0.0
La Esmeralda,second-order administrative division,783.0
Nabi Othman,,
Pagangan,populated place,2560.0
Salvatierra,seat of a second-order administrative division,32972.0
Pusht Rod,second-order administrative division,0.0
Cerro Grande,mountain,0.0
Hasna,populated place,0.0
Riosucio,second-order administrative division,14323.0
Manisa,first-order administrative division,1359463.0
Nonthaburi,seat of a first-order administrative division,291555.0
Ofakim,populated place,24311.0
Bitlis,first-order administrative division,337156.0
Acos Vinchos,third-order administrative division,0.0
Palpa,administrative division,0.0
Fayetteville,seat of a second-order administrative division,82830.0
Nasr,populated place,56951.0
Bak district,second-order administrative division,0.0
Inza,second-order administrative division,26989.0
Dima Hasao district,second-order administrative division,214102.0
Jinotepe,seat of a first-order administrative division,29507.0
Kangpokpi,second-order administrative division,0.0
Libreville,capital of a political entity,578156.0
Novotoshkivske,populated place,0.0
Mawab,third-order administrative division,37065.0
Hazaribagh,populated place,140063.0
Ridkodub,populated place,0.0
Patiala district,populated place,329224.0
Hazm,hill,0.0
Santiago de Chuco,populated place,6759.0
Meerut,populated place,1223184.0
Rubizhne,populated place,62993.0
Amanzimtoti,reserve,0.0
Sui district,locality,0.0
Lat,seat of a first-order administrative division,197000.0
Qara Tapa,populated place,0.0
Bakwa,populated place,0.0
Arusha,seat of a first-order administrative division,341136.0
Elbrus,mountain,0.0
Podia,island,0.0
Mahfad,second-order administrative division,26870.0
Sawo,seat of a first-order administrative division,10021295.0
Pantukan,third-order administrative division,85899.0
Diraz,populated place,0.0
Pacaycasa,third-order administrative division,0.0
Wadi Abida,wadi,0.0
Sivas,seat of a first-order administrative division,264022.0
Sestao,seat of a third-order administrative division,29476.0
Sherzad district,,
Azzun,populated place,1746.0
Kolpur,populated place,0.0
Porto,seat of a first-order administrative division,249633.0
Cabinda,first-order administrative division,688285.0
Badhadhe,,
Satipo district,,
Serai Naurang,,
Freiburg,seat of a second-order administrative division,215966.0
Kwamashu,populated place,0.0
Mahmud Raqi,second-order administrative division,0.0
Samba district,hill,0.0
Tuulo Barwaqo,,
Utmanzai,populated place,29423.0
Acoyapa,second-order administrative division,0.0
Azangaro,second-order administrative division,0.0
Sayed Karam district,,
Pilpichaca,third-order administrative division,0.0
Azare,seat of a second-order administrative division,105687.0
Mahayahay,populated place,0.0
Nampula,seat of a first-order administrative division,388526.0
Mozdok,populated place,40823.0
Algeciras,seat of a third-order administrative division,116209.0
Naft Khanah,tank farm,0.0
Acacias district,section of populated place,0.0
Wuppertal,seat of a third-order administrative division,360797.0
